Mass,RT,SXT-col-12h+13c6-phe-1,SXT-col-12h+13c6-phe-2,SXT-col-12h+13c6-phe-3,SXT-col-ck-1,SXT-col-ck-2,SXT-col-ck-3
240.1725,11.85,1599.633867,2383.649888,2102.980315,1,1,1
508.1867,4.87,6039.914714,1,9234.311458,1,1,1
594.1448,2.04,5834.593774,2918.034234,9732.313198,43555.73356,45146.56133,37982.53367
776.1337,3.53,53376.00225,53668.09588,45337.30697,50670.36553,45168.8877,47660.59193
432.124,3.51,19885.21613,21850.57111,14537.97731,28346.91315,23709.96313,26067.7669
595.1348,8.43,30171.51337,39590.92214,21920.66922,41517.60391,43991.15694,39627.22204
735.1021,1.23,7838.039381,7570.144255,15233.26647,9786.118888,8151.77464,1781.148812
782.1244,4.75,43398.8718,39062.92392,44189.57875,46769.68711,46961.61689,56087.6031
538.1232,2.81,31180.30517,53924.07618,23035.69361,39838.67822,38060.07645,24376.93176
954.5113,12.29,35543.0351,36978.47361,36433.36495,66561.74914,39019.11515,57324.01423
480.2117,7.98,21639.85476,17843.6587,31509.14027,40555.97313,62556.64076,49141.18783
482.3383,16.08,10936.36225,14048.64897,11759.11486,62694.69565,50141.58917,58372.55532
606.1875,1.78,18763.81352,11159.25625,10621.02651,1,1,1
356.2345,13.09,23720.42262,45425.50532,10049.65682,8831.856094,3616.543725,4043.497032
476.0474,3.53,37692.31479,25714.77452,40610.00374,25353.23326,35162.66887,41053.44796
220.1131,10.78,16504.67205,30399.59086,28058.21115,50306.38953,43827.81224,45505.90183
387.0781,3.53,48376.5379,45374.98739,40721.14472,33058.02793,30008.03186,35636.07721
356.234,15.53,6013.052506,10355.84032,6388.866354,21456.94676,26747.08602,27948.37777
890.3194,5.38,43233.71966,57201.79881,49448.05941,52188.52033,28820.98164,49861.45003
763.2832,12.35,65365.08629,67597.05982,74122.27539,62630.52626,51890.41304,39980.56999
188.0587,9.07,1,2861.522451,3618.248936,4318.072787,7376.898877,4247.803291
751.1319,4.64,32097.01152,38078.07699,27772.65353,41535.05764,46830.28475,44182.2544
631.1354,5.21,1,1,1,1,1,1
543.075,1.24,12866.005,22476.07707,35253.6889,19178.37262,18845.92197,18690.23741
144.0536,8.44,2263.755615,4719.454106,5501.687873,3806.207404,2227.131656,2620.341034
815.2075,11.55,71442.49283,27528.7222,53370.84772,17780.82887,60631.89018,16907.67857
352.1722,6.53,39903.61331,31793.37106,41409.6237,1,1,1
872.1734,3.11,129155.0155,139315.6129,81582.10004,124647.6899,56173.31285,122661.7112
637.1927,8.22,16252.16527,29329.6124,21678.80222,37031.14391,29843.14352,36768.25249
583.151,4.04,16044.88281,38672.35201,19404.69591,1647.482531,40833.79198,28295.35031
640.2801,13.48,1,1,1,1,1,1
630.2103,1.41,17799.11259,16664.07414,21242.97544,1,1,1412.635852
621.1072,6.86,8124.117288,14342.3826,1,10429.37007,49113.78329,24088.17275
1006.2732,3.87,23225.37047,18964.21574,22457.85024,27041.46817,23220.3841,31907.93881
471.7713,0.85,33962.07463,39196.92509,34843.53308,28872.24007,36462.78207,26749.37212
121.0198,3.47,27812.88459,27204.35009,32964.64899,31118.36958,32964.14918,34050.96859
326.2076,14.27,11736.65008,12559.62821,9848.653675,11140.01317,7981.217343,22513.94284
598.1707,7.06,15894.52492,11346.63595,32491.60068,1,9074.591018,5101.265025
365.0489,12.53,343.384821,4332.64297,5618.172492,49466.765,20833.24855,35644.04824
487.0213,5.06,22921.29125,15047.27091,20673.71316,9740.825845,2042.161176,18526.38596
355.1265,3.88,10617.76851,8837.37954,8615.465316,14668.49609,15220.15679,15371.48132
1026.4425,12.65,1,384.9196172,1,1,1,1
333.217,3.35,2859.269035,2326.560202,2656.166998,1,1,1
472.1838,11.33,12416.37403,14601.18962,23762.59869,46244.95333,21497.88287,36083.19087
837.2865,12.35,54251.43225,61193.57211,59428.35426,55906.75187,45345.42707,67565.60476
606.2387,12.75,1,6699.566598,1,1,11245.74054,3882.275697
590.1604,2.88,1,8607.043826,1,15352.7689,11764.93366,1
471.1926,8.76,15901.15645,12733.58944,6678.705165,2309.450216,1979.141115,3336.480993
532.1963,4.88,1,1,7876.600183,1,1,1
315.0929,1.41,16797.51862,14439.13987,5571.150467,10984.51426,18976.74726,11012.25732
293.0965,5.77,1,1,4095.441007,1,1,1
161.0298,8.98,1,1,1,4988.727279,1,1989.176478
371.0764,5.1,16574.6289,25681.20894,22560.23463,41017.30629,46283.92427,42342.09214
629.0549,6.3,30072.36155,30639.79071,31455.63575,36084.00255,31123.39494,34197.29732
133.0528,4.99,15988.63779,16619.24075,9866.153092,12416.4116,18430.55432,16517.76363
484.2147,5.09,26159.78071,22111.57662,15101.02561,33837.88984,25262.67046,16647.96175
559.109,12.71,34055.16417,47528.91923,56256.58059,72553.97862,1,1
426.2383,12.54,1,1,1,1,1,1
970.2432,12.71,1,12923.60304,14472.85935,60714.66464,33291.94402,47306.06575
396.1964,17.21,1,1,1,1,1,1
396.1981,5.46,39064.36259,46720.54735,39979.58382,36923.0206,31217.10996,34225.66141
864.9482,12.68,26958.41052,24097.17644,67867.49026,62159.55294,76404.9473,155273.0348
458.0974,5.89,16153.56483,13799.37867,12561.09172,1,1,1
518.3081,21.21,1,1,1,56014.45817,65138.54334,9157.366065
315.0955,1.24,38495.95259,24536.59525,17938.1626,27616.54881,21152.90579,35815.11661
966.4802,12.27,1,1,1,1,1331.158293,916.0434634
516.2022,5.26,16781.31109,3470.973688,3714.900475,1,1,1
419.0341,6.78,23619.96787,33620.24734,22883.72101,42394.55672,43953.09485,45752.80483
1020.3057,5.71,40687.18485,53739.89934,46779.93167,48798.78349,43817.25062,49010.26393
868.4307,13.82,20688.51113,31390.00668,71946.11245,39729.54396,1,1
131.0371,7.99,1,1,1,8320.185642,21769.98599,15345.44708
633.8839,0.79,41425.9345,44016.19647,45089.79092,44642.97677,43725.18398,35606.62518
1042.5416,17.96,54649.16441,61449.27181,58600.61113,57615.28978,57523.22493,49430.07207
210.0892,3.75,30452.24265,32398.56706,19233.90279,35574.3879,37772.82917,33691.71453
413.0505,10.88,31695.81245,38777.84994,40654.76638,30327.27813,27990.64002,28866.02273
424.2219,11.82,1,1,1,1,1,1
431.0006,12.54,1,502.2541775,2123.407555,56538.33969,35800.248,48568.88613
664.2033,4.8,18287.41804,17172.92257,19029.60218,1,1,1
196.0509,1.24,5223.231835,8899.909645,6322.003798,13843.16118,21618.16515,12835.94494
435.2048,8.15,11782.02036,2614.717464,8927.231551,9780.023115,4273.987991,7432.958735
626.1008,8.85,32659.27096,34198.59488,36080.0089,29998.15021,23579.8838,26534.96591
566.1512,4.56,38594.02116,37142.49388,41143.89867,29633.11274,30011.39942,32336.77772
735.1283,6.89,10565.97343,23868.88552,28216.8925,58932.08746,44300.27384,52900.83413
716.1151,4.92,21219.71588,33082.97796,38141.8852,46174.68766,58327.22005,43653.21531
532.3392,17.22,3206.593893,1,1,54798.35322,53643.33208,58973.77709
337.1159,4.99,10674.92572,4354.510645,8386.398982,9364.241304,10864.66213,1
643.1133,7.31,1,1,7026.005808,984.9306684,1,5822.028775
861.5124,13.12,12710.82383,38156.59903,62941.67855,24205.59071,9984.851928,11514.30967
432.057,3.53,48692.91706,40673.67457,42721.99897,44456.33657,38417.39424,44608.86636
610.0335,5.89,20279.48248,20645.27652,21898.32645,20409.79207,17026.39601,20558.62494
908.1514,3.4,33135.13327,43486.82598,38708.7922,64620.6199,53089.14464,70389.3799
162.0891,3.27,32038.93898,25854.95079,22913.6922,7454.903383,948.3275771,6405.707222
310.0656,4.77,1,1,1,1,1,1
420.3072,15.44,24700.18263,22378.51583,18091.6379,48691.77221,27557.07717,36799.03644
341.048,4.65,23340.61997,28713.07687,23127.83575,25019.30558,28403.90506,24493.89103
625.1032,2.73,1,1,83054.68596,1,1,1
482.1856,14.94,54207.45212,53643.1155,6496.902322,4210.181392,4893.689752,1
806.3155,7.64,4766.559887,9059.888121,8793.328246,9024.015836,6013.040487,7979.549344
763.8421,0.79,21934.19726,31809.52889,24099.80798,31639.88526,30311.67951,30759.02004
927.5572,12.3,68685.47075,17107.01256,19050.98615,48653.54914,19615.62834,17305.6378
115.0272,0.87,13642.22488,13483.40318,15368.48357,21561.95412,17150.3626,19328.25123
556.0811,2.84,11210.49352,13841.14819,28870.76512,22622.69051,14054.28511,21944.45541
307.0831,4.82,7753.001421,17388.39942,12870.50694,46343.39306,34278.61316,36395.16101
523.9117,6.34,4795.711351,12120.37021,5513.071757,7363.251461,11204.47697,10852.78484
310.9889,4.99,9362.896331,14782.8692,10326.90322,52598.50474,30469.10097,41008.93531
329.2379,14.03,1,1,1,1,1,1
110.0366,3.28,26862.14009,33069.57264,36702.17344,25644.7997,29771.88214,15458.73975
388.0704,7.73,13537.77979,14244.69673,21000.2265,15510.19824,16620.29008,12423.3826
796.2082,10.12,20469.18875,57687.36721,29787.2784,52018.55421,46294.82097,53209.60684
803.2103,3.75,1,1,1,1,1,1
925.311,3.64,3052.722135,2134.851423,1912.25098,1,684.9395271,5828.669314
784.2926,2.94,13758.69224,17150.45965,9747.623695,18255.47838,29976.33597,25423.54696
692.2529,2.54,13512.79924,21492.79139,22238.46854,43574.02083,40715.04053,31179.93857
1034.5312,12.31,68781.74151,64476.27961,58281.78095,1,1,1
608.2095,6.19,23408.55059,30197.4164,25335.58102,24144.97824,34982.64499,25125.23669
898.4172,13.67,1607.952105,8255.193761,5437.11669,1,1,1
522.1103,4.81,1,1,1,1,6591.237955,1
1070.6092,11.62,36766.16371,44112.61018,36120.56813,56761.83437,29863.98021,48064.93862
359.0643,8.94,1,1,1,1,1,1
897.5492,5.56,82731.2404,86745.82739,73465.76872,107814.8154,110422.6612,109131.9262
236.1256,4.57,51045.3718,40040.47816,51342.90547,44557.52497,31271.37249,38623.43534
208.037,5.47,23072.32785,22728.22059,13994.93082,18107.63574,19337.95675,14706.42221
270.0734,3.17,1,11070.27023,18522.7041,1,1,1
370.181,4.85,9199.85876,7759.817773,3176.147895,1,1,1
592.2345,8.07,45784.29948,59937.82519,47071.17741,30330.17115,37528.00559,36506.95529
286.0066,2.74,33742.74271,30632.89235,19094.67535,26064.18747,36508.99342,30935.60012
334.1182,4.08,27707.86109,25984.03173,32800.91928,40318.35569,43268.40876,42896.41703
665.4253,14.29,58581.47112,58202.69723,32702.0197,36230.18409,27491.21028,44096.3531
317.1353,7.4,46455.2307,54984.06824,53683.90561,1,1,1
190.0954,0.9,29842.96844,22260.37717,11337.44379,32892.64413,41558.02715,47541.74388
1032.1344,5.49,38188.61156,42103.45817,42767.75459,29861.47126,25281.08677,27216.45094
160.0148,0.82,23444.32013,7513.04342,36410.93591,41977.8446,36776.34375,40312.1177
699.0473,5.17,51321.99113,39795.35278,39936.00317,22179.70793,18769.19805,24168.02368
306.1287,5.44,10846.63112,12155.96815,11237.15461,1,3548.919827,1
165.0424,7.26,1,1,1,1,1,1
256.0954,3.76,13671.62247,18530.33827,11791.97841,21534.01555,15905.70358,13260.55338
754.0697,4.39,13386.47515,7715.985432,12297.41754,3081.348384,987.1799645,4531.660892
147.0321,9.6,8005.581368,8745.588882,7884.727499,19471.28761,18605.78719,18850.30132
435.2156,3.61,1035.282806,1710.239985,1,1214.75069,1,922.2441057
590.1428,3.42,15435.02061,22396.95528,14476.91055,18409.68282,27077.78796,28399.73068
250.2295,14.51,11574.7158,16624.43653,12400.07405,12401.02853,3026.800364,4842.551817
327.177,6.85,17105.23916,14649.62249,14637.84679,1,1,1
612.2197,5.39,3741.682502,9916.40038,10230.72433,7100.150307,4355.525017,5411.845141
1099.591,4.93,29029.63493,33018.16214,32498.69797,72237.97641,71350.63365,68831.16128
428.084,8.52,14653.7455,27157.25499,34096.19956,34022.4313,27332.30572,25132.00543
538.0674,5.98,18053.56322,31830.02316,43421.09476,52648.12724,40796.22953,42824.37873
408.2869,15.81,30845.99726,36034.98654,29600.84979,35810.63192,36513.02119,36428.4194
706.2939,5.75,8009.989482,11470.97383,13374.64422,1,1,1
301.999,1.38,8954.615512,7363.149291,11503.83045,3378.328655,4858.626539,4223.299595
620.0006,4.53,25190.41707,32142.439,56632.07553,49547.79806,33341.25655,36500.92849
437.1984,15.08,25550.74595,21260.59512,16615.36605,26688.95803,19037.81165,28854.279
424.1525,4.84,19919.68246,16661.92569,12016.91166,1,1,1
473.9325,0.79,41918.54543,27917.32992,41816.3474,27991.48432,25797.31568,27409.65488
412.1805,4.06,11713.1836,18673.61133,20414.3886,36994.0734,40645.44588,30218.62311
368.2039,5.84,4959.74439,7916.433515,8639.098615,9263.133964,10191.33271,9260.816796
474.1513,5.45,41398.09567,39040.3616,35487.11083,46626.23181,42963.99448,42445.47127
720.1441,5.64,38957.10325,35010.1059,32683.21603,32427.73256,29470.13102,31335.25331
199.0478,5.13,1,7198.751754,9316.313026,22921.41114,19444.95245,17558.33506
524.0805,3.81,16106.77955,20124.98082,21886.86638,19353.91218,23681.99861,14730.97671
793.1713,8.79,5472.818824,14830.91076,26206.16866,40678.3464,31467.93989,40368.19529
360.0801,0.88,4373.39111,6201.011029,4109.839287,5545.574374,2671.26749,4738.165758
658.1488,6.03,45959.35928,42875.84848,46951.7389,67478.28095,68132.39198,69895.13247
770.2456,2.83,49786.04288,61547.31812,58148.33916,57833.31324,43817.16224,50644.91466
561.1465,3.11,64397.02437,64857.71667,1,65414.17461,68144.90538,54903.56803
431.1122,6.47,2260.89343,897.2352926,1536.646281,28608.60031,29767.38088,28341.68188
577.3089,12.66,4866.400488,3635.654566,13379.67977,52545.22934,43417.03688,44840.89714
316.1155,3.66,44765.80065,52408.48719,44576.22309,14026.14189,7879.177212,10323.38522
464.0774,11.73,1,1,1829.894113,25537.68521,11319.07882,14721.5588
491.9063,0.79,42741.36909,53426.7374,44934.06769,47234.42035,53528.09463,48674.42477
497.2741,13.31,23368.39002,26309.26845,28599.27722,25731.88148,20995.03047,23920.28638
176.032,9.55,5261.113342,22751.86339,10289.51685,38543.70499,29009.46347,33216.0882
530.1224,1.44,34206.71355,36317.26386,26980.26203,45337.86069,34133.06826,41466.42569
980.3519,3.6,9896.445461,4833.177234,9560.206349,1,1,1
280.0462,1.25,45498.22479,54730.50748,36414.0256,55958.04333,35051.97815,51748.66767
618.3754,12.51,1,1,1,1,1,1
305.073,7.5,25304.76956,27326.30901,18417.44126,24632.50142,27975.52452,27352.70293
330.9702,6.85,22310.79187,28268.73456,24883.87824,55701.47464,42331.61397,46732.75189
679.1021,1.24,6636.213712,4025.419892,5443.628713,848.3810715,2295.113472,6324.357441
121.0197,3.04,38729.31535,41918.33777,33489.2258,34899.90098,33910.18407,37831.49681
524.228,14.15,1,1,1,1,1,1
340.1145,6.94,25252.53055,32362.32904,34766.33983,27722.15188,27218.21685,30995.25073
684.1681,10.57,28886.29026,36732.39696,32243.29536,52399.32611,58144.51794,54215.76003
886.498,12.7,5822.901824,2659.967407,32989.42629,62375.58016,52747.26819,61759.36939
208.0578,5.73,30506.92138,28833.75665,35182.56171,32998.97391,43360.24424,36793.40848
422.1782,6.77,1,1,1,1,734.5572346,1
835.2709,11.85,27104.76758,47021.01682,33298.11371,56405.97775,38228.81697,65013.33347
336.0939,4.23,33088.02783,26029.8116,33439.39126,12304.91118,17132.14789,15996.47505
257.0571,4.05,44273.40548,43785.51878,45927.13965,44498.13298,61750.65214,38029.96663
834.264,7.09,6884.629818,4891.889241,15217.31954,3861.236525,3262.647971,7657.198461
758.2817,5.63,3842.18875,1,8520.729121,1,1,1
360.0584,3.53,47698.32149,44595.01373,39398.45497,41401.55873,36935.91601,38987.89336
974.6302,13.19,53156.48806,61991.85449,57303.18939,31134.65305,10057.77562,20485.5964
774.2733,6.08,47332.70018,41090.51792,73469.40627,74667.70024,64762.91121,56197.8223
1043.1076,3.07,22228.89366,24432.2979,28275.98036,20660.12232,5824.170628,17633.48286
569.9148,0.78,52951.10081,40843.46691,56789.29064,36625.92361,27946.41601,32253.95467
988.2431,4.35,42538.02746,39219.64438,36239.65169,62951.39361,47475.63828,59060.59768
997.2452,4.37,24274.01733,26460.71805,33773.09352,22850.39958,21578.12198,21042.11827
634.1016,4.74,1,1,1,6643.676751,6087.890555,6691.039122
547.2044,9.15,5814.623193,11217.25746,5836.686558,16366.45162,15695.09551,9484.747038
397.0523,8.44,5972.04544,8483.826899,10226.68705,6060.476231,5193.345909,6435.307299
583.1434,10.55,44198.07848,51599.40083,45233.0432,10893.75492,8171.20367,9155.660775
726.1645,5.64,7009.731249,6350.623093,12980.0244,1,1,1
802.465,14.51,1174.722574,1,1,68151.3633,1,52054.20044
718.3307,5.75,6071.815568,9502.676572,11167.29217,1,1,1
628.3069,12.43,19974.86299,23545.93961,10102.84664,56629.46563,46753.99042,55257.84843
328.1345,3.4,16639.30061,13387.31903,17202.7064,1,1,1
434.1208,6.12,13799.23581,18168.19307,20144.13554,26624.57292,19285.05739,23120.70548
282.0734,3.99,41016.30777,32279.6634,42616.88719,31649.90138,37406.21777,38017.29754
316.2609,11.9,31907.45955,18527.11262,15902.44872,44308.6823,34951.83624,39054.40311
340.2394,14.98,7017.973543,27366.42378,5822.285329,19462.77646,18649.42961,19964.55584
980.3139,6.74,38988.33222,42717.51697,31324.25722,35707.00912,41651.0938,45904.61653
890.567,16.97,52757.95481,45400.07223,51007.3764,55366.26371,55825.61194,57396.47176
444.3232,15.85,30140.11209,27891.83377,24803.92083,40050.07127,39503.8306,39931.12563
898.2214,3.44,13357.83237,26372.85959,22533.80359,1,1,1
474.1075,3.19,65682.35155,41188.45595,44719.08327,56227.93035,36922.87924,46086.25093
532.3023,12.85,2612.441809,9682.92881,19224.39588,22008.1843,34653.07366,34630.15144
412.2223,11.78,1,1,1,1,1,1
605.2586,12.02,1,4787.729217,4416.836962,1,2428.9125,4213.547959
968.5791,16.91,8989.825706,11523.85397,6659.854997,50043.75141,63361.12807,61437.79424
870.2564,5.74,11759.5192,14367.38637,26153.01108,31116.22652,27990.72769,32435.69127
161.0294,5.67,22763.19784,46851.61536,33609.00249,44655.57601,31845.81572,39558.82116
502.1473,3.44,29857.22296,1,15351.92901,31146.8514,31627.3893,37278.98551
1307.94,5.69,35157.14837,41802.00506,36498.63328,69740.23056,68345.81426,67713.21779
390.2347,14.08,9219.126334,16301.8765,16555.54176,47962.44962,23315.03336,40265.04409
874.3093,3.85,40375.10475,27654.86704,49000.95762,44675.5443,44062.82719,40312.78563
820.7968,16.39,52340.511,55693.87932,55308.16087,57526.18385,62811.79205,61494.65187
338.0855,0.95,20326.46928,21555.79307,20523.31051,19021.71961,19937.86376,16512.72553
244.2035,11.6,1,1,1,1,1,1
425.9185,0.76,54885.32435,55339.22881,49887.78342,33171.30308,28930.58085,54393.79428
274.8339,21.39,50571.09962,53644.22801,50667.70588,46407.53544,48574.91162,49760.51035
144.1149,7.16,22737.84975,34878.31777,34468.04891,35932.09699,34980.3325,43512.45216
477.9282,0.78,59975.31861,42930.618,57548.60283,40654.0992,33811.48112,39799.9916
403.1114,3.6,5597.0066,9699.134083,1,13878.62931,11919.19962,8213.479748
427.1472,6.26,30378.99962,21924.15127,28360.12845,18703.01321,25789.90655,24548.18321
388.2936,10.01,28212.45091,36201.45238,30934.68211,63576.96266,45705.87688,51754.54854
468.2483,11.78,1,1,1,1,1,1
588.2022,2.89,1,5982.56851,1,1,1,1
961.6048,13.47,1364.027153,1352.72562,6050.688341,1,1,6936.388265
116.0345,1.22,12806.32789,22666.8277,1,18118.61037,55238.12769,12432.64709
518.1461,3.32,8888.211794,1,2615.037323,54260.03984,46765.98512,50113.6207
530.239,7.26,10393.30006,11333.31758,5244.352379,11863.4834,15246.39172,17426.11062
604.1954,6.72,3519.503613,2627.072176,1,1,4460.051639,1
748.4188,12.63,1,1,1,5302.538568,1,2707.831545
590.1595,7.03,67770.12868,81944.47885,75246.05814,65232.42909,71874.73762,81373.29243
571.3691,3.82,36612.91487,38000.20412,46620.21788,63321.31273,65582.3816,62040.61144
746.2427,2.91,1,547.249541,1,1,1,1
599.2963,13.17,41361.25352,123496.4861,82151.77564,1,1,1
185.0121,6.26,10878.44856,14514.40844,6690.541904,22626.80188,41871.49054,33925.19748
468.1812,5.44,12816.42483,15148.50087,12741.81785,1,1,4582.552511
365.2173,15.68,12659.87608,24294.55185,21104.58331,33688.47452,27806.46232,42948.30355
314.1218,1.35,36509.33978,51635.7812,17439.91142,45318.11879,38646.18274,33446.68782
554.1267,7.68,3665.638671,7461.535393,5005.185044,6962.982289,1,5632.857332
259.1148,4.04,17162.66861,17154.54276,15898.83238,1,1,1
692.2363,3.54,45254.13022,39356.54004,40805.04169,29950.52244,27140.2434,26837.46074
452.077,6.3,16739.45988,16090.04194,11115.70647,21758.30841,12970.31366,16953.16969
463.048,3.85,7636.554881,9327.933984,9021.060633,7066.922502,6607.546959,9915.124967
350.0371,2.08,1607.563114,11983.01396,1017.621287,46111.73877,36097.80565,39901.5022
401.0947,4.97,1,1,1,1,1,1
290.0399,3.83,24735.92154,29005.53388,27492.98438,18683.14424,24642.42392,22842.75247
825.1916,3.63,70115.60543,60288.71622,76122.14881,47954.08184,16833.69749,78792.42179
287.0992,3.46,1,8807.27495,12370.72892,1,1,1
328.0949,7.76,32337.58593,39024.55917,34845.49813,33509.56251,31167.86901,35936.38337
615.0882,6.31,30278.57157,30254.6052,43577.75358,33690.87876,35288.55717,45127.33097
493.2802,11.42,17083.48488,20063.5164,14187.00292,36677.24631,19331.19209,27973.82564
158.0578,2.9,1,1,1,1,1,1
712.5081,6.11,31042.68334,11173.62736,12450.53268,55927.50752,55741.40238,50927.37169
535.3935,12.77,12619.5318,24358.76413,13063.68526,37649.39176,55492.27281,46920.54476
866.2308,11.53,9382.331332,8952.630223,8260.89297,22932.93007,21421.92635,19538.94699
346.1259,3.22,1,35269.74241,29681.11336,20688.39712,37346.62868,32556.31716
582.1438,6.6,6515.528615,7661.045787,1,41506.02506,68464.81105,32036.40048
559.8932,0.77,18410.20982,39380.20458,42736.97563,37363.64274,34792.97378,35627.72678
474.1726,3.41,31834.52834,25156.69602,25246.43647,43113.71329,33562.85262,44598.40437
325.1865,12.01,1,1046.70527,1,3354.9336,1,1669.358995
646.4191,15.8,32199.42864,18835.22629,23915.23083,26715.47049,28460.76725,37253.60652
556.2881,9.38,27394.73127,29097.94801,21800.59172,7152.218585,2357.517969,7768.055211
243.9411,2.24,5611.464067,3122.154901,1,20926.08646,1777.900499,1
997.2705,5.47,22273.54353,23770.67635,33580.4769,27687.73252,30504.27643,29013.05714
284.1258,3.81,35491.18483,36638.17788,35896.45367,43040.08984,36144.50699,40976.49716
521.9145,6.33,1551.02299,7189.81163,1,4492.348409,5352.514317,2637.827353
831.2526,3.82,35974.63028,49156.16686,37485.57303,26267.514,41229.47341,34071.99019
132.0902,0.85,10202.64014,11253.41507,10970.07908,26049.79374,18371.86866,22469.43586
1095.7853,15.31,1,64384.63149,52142.09162,1,3494.730244,3156.604937
345.0932,11.29,10076.40171,17158.61442,11940.64172,33534.37588,25598.23555,29605.01253
280.9826,2.7,1,1,1078.411251,1,1,1
640.1994,4.95,1,1,1,1,1,3863.620967
708.1507,3.54,32354.39265,40673.81999,29517.25159,51745.23696,51685.65785,48000.44613
512.3481,14.18,1,1,1,1,1,1
746.1861,3.05,30200.54058,24454.46055,24518.9263,1,14975.66199,5648.232056
524.2305,14.15,1,1,1,1,1,1
946.5812,16.35,5071.397921,8366.157089,4886.41932,34882.42835,53842.79582,49419.06565
278.1301,10.74,1,1460.998031,1,4404.87139,3285.174071,3369.160743
621.182,5.69,15315.35146,19695.74237,20455.68078,1,1,1
1010.2473,4.48,29707.36858,38244.17482,49810.40681,63576.75297,33473.82494,72444.12874
581.3754,13.9,45488.61967,59414.41888,56013.12919,56678.41071,56403.58853,59609.17091
522.1361,6.12,20957.11917,36479.27862,38764.55918,37566.67304,26070.31908,48517.17638
1048.2999,6.52,42049.69418,42766.59573,49063.98939,32598.94644,45935.2748,43016.60833
675.4322,16.41,45710.53688,57887.90703,51065.63091,49590.21829,57337.77692,52653.43939
316.0796,1.08,1,1,1,1,1,1
324.1412,3.86,62993.73789,60483.28624,58756.18721,68636.33465,56018.45213,60317.94845
324.0997,7.66,12577.72818,24733.18575,31200.93868,35365.0748,33424.1734,27760.31517
425.2544,11.7,17233.60393,33719.63437,32970.57716,24878.78963,20769.96783,31325.98047
368.1662,4.17,1,1,1,1,1,1809.816137
364.1459,3.39,15619.27081,22216.29393,18268.54551,1,1,1
347.0354,9.31,6182.337203,9284.962694,10466.3717,49444.75834,17988.61264,25155.03977
934.3085,5.45,39903.70341,41448.74015,36186.15121,51623.98012,47844.79558,45396.28411
529.0907,6.23,13436.02668,12267.79982,12089.61378,1,1,1
1012.167,3.62,65597.93706,41554.83914,51713.54407,70322.88271,15158.84741,24632.47893
603.17,14.18,4486.455112,2943.684464,7465.949652,52918.48159,27427.50607,51853.81668
212.1408,14.95,21799.02402,35954.01256,9900.097572,10753.96859,21054.49241,20510.3551
566.2019,9.3,1229.027384,11668.42903,10401.93098,18490.94994,16200.45863,17665.63004
546.2202,10.27,5939.757122,6043.885605,5839.564293,11442.8021,10152.88041,13484.09314
220.002,0.88,43386.26681,44855.22316,45398.30352,43873.59738,37936.36311,38503.30487
396.1512,4.99,36740.10668,28056.14738,23844.67365,4169.213358,1,6890.939394
1054.6569,13.25,51267.60006,57437.21435,22657.72298,42686.75096,16774.33894,29580.40705
394.1441,14.95,48931.69215,57594.17778,40496.23471,30426.11796,27971.53215,37983.53307
556.153,9.29,1,1,1,7283.873144,9997.067465,9246.062453
504.1833,3.77,27004.5218,23617.54109,19348.6316,31429.90515,29235.36309,25427.26163
562.3342,13.24,37540.6005,51237.03599,32801.38973,26623.28181,21531.65138,36677.43418
703.9801,6.85,9201.794555,13909.26704,14952.64162,50676.96353,34111.4181,40364.88328
1043.5218,6.42,32065.8294,31923.35509,35114.79009,69079.72387,64257.65993,64799.81974
589.0455,5.5,34884.68427,30564.13722,37167.08774,27169.21631,29134.26951,26414.5481
458.3751,16.99,26669.40766,33334.94139,24375.3964,49259.54243,38920.67907,50467.1817
306.0669,6.02,5086.655222,4778.308679,4159.628015,9993.015382,14057.55582,16903.67823
820.1264,6.83,2893.177832,8323.244476,7523.249942,47127.08028,24328.11922,37067.4601
450.1566,10.03,43573.66975,23640.60721,23669.80536,39737.17877,55335.85069,49284.43142
687.1832,4.66,11805.89272,12114.52033,7391.359606,957.1064295,404.7537468,1
817.4699,14.5,32203.69879,67204.36812,111102.5496,69296.21401,1,15919.04668
654.2454,3.33,14236.20488,18808.159,12926.41483,1,1,1
730.1317,5.02,12907.00421,18180.09236,15560.26236,18577.79479,12415.63605,13731.01867
550.1799,14.92,40409.8028,29325.58108,1,1,1,1
344.2562,13,46729.07214,4938.514953,7556.825081,42675.95952,1,20327.25461
790.3586,11.72,21116.07713,24348.53395,23206.37346,34725.17146,28390.543,33758.03713
431.1429,4.69,23343.49723,30321.55836,25218.28869,33371.87912,27478.08743,30850.60061
361.0729,8.75,18617.66558,23664.11179,17231.64601,1,1433.911823,1
778.2602,5.29,1,1,692.8496097,1,1,1
470.264,12.79,55216.6948,102241.8188,40258.94274,1,404859.3031,1
228.0744,1.3,29688.46619,31733.71839,27540.24865,40830.56301,35481.12496,45833.03874
582.1813,2.88,21863.22747,25260.44336,31843.72831,28839.40279,22631.9705,28155.44314
952.5493,15.65,31090.08293,52187.32765,55769.12622,35393.53461,53454.53195,50801.0296
227.974,0.82,43496.30384,37188.8027,35775.03853,38159.90282,32091.33436,35043.41497
992.2,3.85,43408.3595,37758.01538,34490.60829,45841.62837,43638.17122,36171.50013
583.2415,13.12,37766.7721,40372.76069,36240.53719,2063.339345,1404.873246,4260.143138
